,Children,Age,Income,Marital,Gender,Churn,Tenure,MonthlyCharge
5515,0,80,3328.23,Separated,Male,No,52.03938,232.624
5516,1,55,47824.43,Never Married,Male,No,62.40564,174.9755
5517,7,33,82263.4,Divorced,Male,No,57.49209,129.9778
5518,3,74,22610.64,Never Married,Male,Yes,67.16512,275.1336
5519,2,34,30369.33,Married,Male,No,56.9918,124.9781
5520,0,70,9416.77,Separated,Male,Yes,62.85596,232.6378
5521,2,40,116303.0,Divorced,Female,No,53.22972,162.4827
5522,3,81,29516.52,Never Married,Male,No,67.11808,117.4872
5523,2,45,60915.52,Separated,Female,No,62.01898,172.4555
5524,4,50,69785.23,Divorced,Male,No,64.8122,207.6094
5525,4,34,8316.09,Never Married,Female,Yes,64.26152,242.6106
5526,0,50,13238.2,Widowed,Male,No,68.68481,207.6094
5527,0,87,34209.19,Never Married,Male,No,65.64814,144.9607
5528,0,54,46724.11,Separated,Female,No,68.85746,137.4698
5529,2,26,44343.75,Never Married,Male,No,70.634,147.4601
5530,8,71,55008.17,Divorced,Female,No,41.51958,167.4847
5531,4,87,44669.47,Separated,Male,No,58.64675,152.4555
5532,0,73,22773.12,Never Married,Male,No,58.52603,197.4876
5533,1,69,16185.46,Separated,Male,No,69.78436,137.4392
5534,1,70,77445.52,Widowed,Female,No,57.81671,160.0013
5535,0,22,96339.25,Married,Male,No,56.54286,140.0049
5536,2,49,27386.18,Never Married,Female,No,65.41235,197.5169
5537,1,28,18033.25,Separated,Female,No,66.63528,127.4421
5538,0,79,38096.62,Married,Male,No,66.17528,117.4835
5539,2,46,54079.21,Married,Female,No,59.6877,125.0073
5540,0,51,54776.36,Divorced,Male,No,60.83302,162.4827
5541,0,76,27666.82,Never Married,Female,Yes,52.41441,232.6228
5542,0,75,14788.19,Married,Female,No,71.08539,149.9778
5543,1,80,50705.77,Divorced,Female,No,45.18454,184.9963
5544,1,51,5871.1,Never Married,Male,No,64.16494,127.475
5545,0,71,94076.08,Widowed,Female,No,44.81075,162.4653
5546,2,73,23553.3,Widowed,Male,No,60.9767,124.9781
5547,1,66,44541.99,Widowed,Male,No,51.32084,119.9897
5548,2,78,43747.73,Widowed,Female,No,66.91612,194.9992
5549,3,47,35696.39,Married,Female,No,47.4558,159.9642
5550,1,85,18273.34,Separated,Male,No,65.73734,222.6362
5551,1,52,41329.2,Widowed,Female,No,59.01535,149.9483
5552,2,29,80683.44,Divorced,Male,No,58.60767,172.4579
5553,0,49,131647.5,Married,Male,No,61.38199,162.447
5554,2,49,20541.47,Divorced,Female,No,48.35393,132.466
5555,1,37,12125.2,Separated,Male,No,71.9076,152.5022
5556,0,70,32332.63,Never Married,Male,No,51.17826,112.4551
5557,2,39,31680.79,Separated,Female,No,63.05008,139.9568
5558,1,47,46701.02,Never Married,Male,No,43.2487,242.6326
5559,1,59,38226.33,Divorced,Female,No,61.92686,164.967
5560,10,73,7780.59,Divorced,Female,No,43.29451,179.9476
5561,4,78,38511.78,Divorced,Female,No,53.66219,227.4754
5562,4,87,10311.58,Separated,Female,No,38.71974,112.4551
5563,1,43,76301.97,Divorced,Male,No,69.05558,222.6143
5564,1,41,32105.64,Divorced,Male,No,56.09481,212.6228
5565,0,37,30320.37,Separated,Male,No,68.03309,222.6792
5566,8,89,74303.71,Divorced,Female,No,61.22216,117.4835
5567,3,24,100029.1,Separated,Male,Yes,41.8312,187.6094
5568,3,50,6754.71,Married,Female,No,65.33504,105.011
5569,0,78,40810.36,Never Married,Female,No,71.03451,117.5015
5570,8,18,21400.67,Divorced,Male,No,61.42037,210.1518
5571,3,27,9395.57,Separated,Female,No,71.79134,162.4689
5572,1,58,36531.81,Divorced,Male,No,64.48138,232.624
5573,0,39,13883.75,Never Married,Male,No,52.98075,204.9634
5574,1,87,98072.18,Never Married,Male,No,62.20987,162.4676
5575,0,67,17018.27,Divorced,Male,No,64.41881,242.6143
5576,0,72,73130.15,Divorced,Male,No,62.84931,102.4746
5577,0,44,95564.57,Separated,Female,No,59.86174,142.5007
5578,4,64,30931.95,Never Married,Male,No,59.2505,162.4653
5579,0,76,47159.92,Separated,Female,No,66.00861,220.1615
5580,1,48,13039.56,Separated,Female,No,41.09169,169.9378
5581,7,46,17974.25,Married,Female,No,70.73353,124.9643
5582,2,59,26317.37,Never Married,Male,Yes,62.01927,252.6378
5583,2,53,160862.9,Divorced,Male,No,63.28283,192.4404
5584,0,51,47659.53,Divorced,Female,No,52.98033,215.1591
5585,0,38,58762.0,Married,Female,No,58.67143,220.1185
5586,9,22,71459.96,Divorced,Male,No,62.65335,114.9838
5587,3,45,79363.76,Never Married,Female,Yes,60.34933,212.6415
5588,3,67,22326.55,Married,Male,No,40.35976,160.0013
5589,0,71,23360.78,Separated,Female,No,70.49798,140.0342
5590,0,36,106700.6,Married,Female,No,69.7635,79.97886
5591,0,83,50525.18,Never Married,Male,No,61.02521,187.4974
5592,3,78,38259.59,Separated,Male,No,58.2745,270.1604
5593,6,74,48478.65,Married,Female,No,65.49323,149.9378
5594,4,89,14208.46,Never Married,Male,No,62.79035,127.5067
5595,1,77,62758.96,Separated,Male,No,41.58309,194.9882
5596,1,88,51179.24,Separated,Male,Yes,47.99239,265.1283
5597,0,58,58834.68,Never Married,Female,No,48.29494,107.4806
5598,4,79,42887.04,Married,Male,No,43.00021,147.4421
5599,1,45,220383.0,Divorced,Male,No,59.60867,182.4676
5600,1,88,17824.03,Married,Male,No,67.91991,104.9643
5601,8,60,46550.44,Widowed,Male,No,60.99804,235.1591
5602,1,72,42700.87,Never Married,Female,No,60.40651,162.5299
5603,8,50,116562.7,Widowed,Male,No,47.17819,119.9568
5604,1,59,50308.74,Married,Female,No,68.83272,124.9781
5605,4,88,130048.4,Never Married,Female,No,53.49141,149.9598
5606,0,21,39441.87,Never Married,Female,Yes,57.27044,257.6375
5607,4,63,28253.53,Never Married,Male,No,59.43102,184.9647
5608,4,41,106862.5,Married,Female,Yes,39.61469,175.1331
5609,0,80,41893.09,Never Married,Male,No,61.47987,172.4579
5610,8,34,69150.98,Never Married,Male,No,58.54353,130.0244
5611,3,62,38691.22,Widowed,Male,No,49.7446,152.4742
5612,8,19,93517.61,Separated,Male,No,66.00869,124.9607
5613,3,45,7998.07,Separated,Female,No,70.02121,165.0182
5614,0,85,19354.83,Divorced,Female,No,60.81561,242.6281
5615,6,39,46288.04,Married,Male,No,60.5779,129.9915
5616,2,59,5884.45,Separated,Female,No,51.58472,149.9598
5617,0,23,32255.86,Married,Female,No,55.31656,245.132
5618,2,18,47145.15,Widowed,Male,No,63.30929,137.4392
5619,8,35,33081.5,Widowed,Male,No,53.27752,182.4433
5620,0,79,48011.59,Married,Nonbinary,No,65.90305,262.6106
5621,2,77,54548.92,Never Married,Male,No,60.87582,210.127
5622,0,38,48724.89,Separated,Male,No,66.0517,242.6435
5623,0,24,11566.91,Widowed,Female,No,57.31571,160.0013
5624,0,26,9362.64,Divorced,Male,No,58.97505,194.9663
5625,7,54,54726.01,Married,Female,No,62.37954,92.5018
5626,3,48,28251.23,Married,Female,No,70.56358,177.4876
5627,1,69,49245.97,Widowed,Male,No,65.07415,127.4586
5628,0,87,67379.0,Separated,Female,No,56.20378,112.4844
5629,0,23,8549.99,Never Married,Female,No,54.2897,162.5119
5630,1,21,23794.39,Married,Male,No,60.15898,174.9755
5631,4,73,32631.96,Never Married,Male,No,61.84801,184.9647
5632,1,48,61763.76,Separated,Female,No,56.9978,140.0013
5633,8,39,58807.77,Married,Male,No,46.30619,137.4872
5634,3,53,27857.09,Never Married,Male,No,66.7449,152.4579
5635,6,34,24721.14,Widowed,Female,No,65.29309,139.9512
5636,4,18,51899.15,Divorced,Female,No,58.05485,124.9643
5637,0,86,54397.09,Never Married,Female,No,56.79909,149.9913
5638,2,81,21145.92,Widowed,Male,No,71.93174,129.9915
5639,2,45,48863.25,Separated,Male,No,59.85396,182.4833
5640,2,61,14976.0,Widowed,Male,Yes,69.32327,184.9797
5641,3,56,17885.01,Separated,Female,No,61.0911,147.4564
5642,2,72,69163.69,Divorced,Male,No,64.91322,172.4555
5643,0,78,72121.31,Divorced,Male,No,67.93291,252.6378
5644,3,85,16055.06,Separated,Female,No,47.64072,169.9378
5645,1,27,28377.8,Widowed,Female,No,71.3084,117.472
5646,0,42,73776.62,Married,Male,No,65.21792,187.6422
5647,0,21,23445.49,Widowed,Female,No,48.98002,147.4713
5648,2,24,114405.4,Separated,Female,No,64.19627,149.9447
5649,1,54,44990.6,Never Married,Male,No,71.71986,174.9919
5650,4,61,10568.63,Married,Male,No,67.1766,129.9483
5651,1,39,38381.92,Separated,Female,No,61.91778,222.6362
5652,2,78,48148.86,Divorced,Male,Yes,48.08209,245.1283
5653,2,36,29547.56,Married,Female,No,41.94323,140.0013
5654,4,43,11962.55,Separated,Female,No,50.58158,127.4887
5655,1,77,35075.03,Separated,Male,No,65.83916,139.9512
5656,1,89,43120.73,Separated,Female,Yes,57.40724,220.1149
5657,0,83,12886.92,Married,Female,No,71.9056,174.9699
5658,2,66,43202.68,Divorced,Female,No,60.76709,127.4738
5659,0,22,43147.9,Divorced,Nonbinary,No,66.22209,127.4783
5660,0,38,92352.67,Married,Female,No,61.18403,187.4847
5661,6,53,75181.43,Married,Female,No,54.65604,172.4624
5662,1,35,9377.76,Divorced,Female,No,66.15315,159.9942
5663,1,89,34774.75,Married,Male,No,68.76753,115.0021
5664,1,41,25377.95,Separated,Male,No,54.8774,149.9378
5665,0,38,45285.69,Never Married,Female,No,67.0795,232.6228
5666,7,22,37522.18,Separated,Male,No,65.32463,187.4673
5667,1,25,60004.11,Divorced,Female,No,52.14985,129.9621
5668,1,61,28191.63,Widowed,Male,Yes,42.6954,235.1555
5669,3,19,23399.32,Never Married,Male,No,45.59475,159.9476
5670,0,41,15905.01,Separated,Female,No,58.42233,227.4754
5671,3,41,44378.6,Divorced,Female,No,71.55357,192.4404
5672,3,44,48375.59,Separated,Female,No,71.04194,252.624
5673,3,88,28345.06,Married,Female,No,66.77188,162.497
5674,1,84,50270.9,Widowed,Male,No,57.50673,125.0073
5675,1,53,21981.45,Widowed,Male,No,61.60654,149.9483
5676,3,63,20532.33,Never Married,Male,No,68.00844,92.5018
5677,2,70,28825.12,Married,Female,No,70.41492,139.9861
5678,1,56,135516.9,Separated,Male,No,68.32614,129.9598
5679,0,72,19423.67,Never Married,Male,No,54.71778,172.4404
5680,0,86,44607.35,Never Married,Male,No,39.13842,134.9509
5681,2,48,39445.97,Widowed,Female,No,57.49365,142.4713
5682,3,25,44804.59,Divorced,Female,No,60.23114,127.4586
5683,1,56,19230.44,Separated,Male,No,47.55305,169.9447
5684,3,85,70395.54,Widowed,Female,No,67.72122,275.1198
5685,1,46,25683.78,Divorced,Male,No,61.94735,277.6513
5686,4,80,49646.02,Married,Female,No,68.29684,179.9794
5687,2,22,103625.1,Never Married,Female,No,70.30403,147.4421
5688,1,68,34214.34,Divorced,Female,No,37.5005,149.9928
5689,0,86,26267.67,Married,Female,No,60.34404,169.9447
5690,2,22,27464.49,Never Married,Male,No,57.36372,159.9512
5691,1,75,20288.57,Separated,Female,No,57.50491,142.4526
5692,1,32,4202.7,Never Married,Female,No,42.67725,214.9525
5693,2,48,26005.47,Widowed,Female,No,65.4426,147.4601
5694,1,67,91971.88,Widowed,Female,No,63.15946,149.9776
5695,1,23,38723.05,Widowed,Male,No,65.60287,149.9928
5696,1,65,37091.91,Separated,Male,No,70.70015,114.9509
5697,7,46,75795.76,Married,Female,No,71.4064,202.4433
5698,0,67,23891.75,Divorced,Female,No,51.61804,232.6415
5699,1,75,33366.03,Never Married,Female,No,67.40482,117.4858
5700,0,20,94995.33,Separated,Female,No,70.62907,127.475
5701,0,58,15534.39,Never Married,Male,No,70.64297,265.1283
5702,0,68,21216.13,Widowed,Female,No,61.78729,247.6647
5703,1,63,44689.55,Widowed,Male,No,66.54232,152.5022
5704,1,53,13631.9,Divorced,Female,No,63.06195,124.9781
5705,2,28,70312.37,Widowed,Male,No,70.22928,197.484
5706,3,34,8758.69,Separated,Male,No,63.06098,150.0208
5707,2,37,19872.48,Divorced,Male,Yes,56.31481,255.1372
5708,1,39,110579.2,Divorced,Female,No,55.69627,210.1563
5709,0,57,12602.8,Widowed,Male,No,66.00149,240.1149
5710,8,23,26909.8,Never Married,Male,No,60.37442,172.4705
5711,0,56,23021.26,Separated,Male,No,66.19811,149.9741
5712,1,88,151181.8,Divorced,Female,No,47.6364,159.9942
5713,0,54,87268.6,Widowed,Male,No,54.69435,257.6841
5714,2,61,954.43,Divorced,Female,No,63.05421,172.4404
5715,0,71,36171.71,Never Married,Male,No,54.78051,132.466
5716,1,72,16643.07,Married,Female,No,55.38418,159.983
5717,2,65,36242.89,Separated,Male,No,47.40586,149.989
5718,0,40,19218.35,Divorced,Male,No,65.45306,187.4811
5719,3,83,29762.63,Never Married,Nonbinary,No,71.7712,127.4887
5720,1,88,12344.99,Never Married,Male,No,69.15481,137.4872
5721,0,48,37586.34,Widowed,Female,No,54.67054,167.4564
5722,7,33,33934.52,Married,Female,No,51.48861,202.4433
5723,3,37,67720.61,Widowed,Female,No,61.0588,157.4698
5724,0,70,33818.46,Widowed,Male,No,57.65975,117.4686
5725,2,31,2526.17,Widowed,Male,No,53.12753,182.4653
5726,6,31,28436.06,Married,Female,No,70.49565,139.9349
5727,0,55,10326.88,Never Married,Male,No,50.42623,172.4579
5728,1,80,24964.32,Married,Female,No,58.74129,127.4958
5729,3,76,32161.46,Widowed,Female,No,52.65622,182.497
5730,3,28,39496.24,Divorced,Female,No,54.01225,79.97886
5731,2,27,33704.46,Married,Male,No,65.95332,142.4713
5732,8,77,26636.01,Never Married,Female,No,63.01903,139.9349
5733,0,52,14352.01,Separated,Male,No,71.00745,132.466
5734,0,49,9043.47,Separated,Male,No,71.02256,104.9781
5735,2,20,9516.26,Separated,Female,No,42.80596,255.1336
5736,4,41,22112.6,Separated,Female,No,62.15286,172.4579
5737,0,53,71367.15,Separated,Female,No,50.89715,229.9931
5738,1,48,32177.35,Divorced,Male,No,57.20095,159.9512
5739,3,53,20041.91,Divorced,Male,No,64.98806,162.4653
5740,1,82,59338.19,Married,Male,No,60.32779,137.4872
5741,4,79,29254.96,Divorced,Male,No,64.47076,159.9476
5742,1,66,49519.95,Widowed,Female,No,60.16687,172.4567
5743,2,18,33028.82,Divorced,Female,No,69.76805,162.4653
5744,6,72,19527.71,Divorced,Female,No,64.44445,112.4844
5745,0,52,33425.04,Separated,Female,No,71.00882,187.4811
5746,4,76,68192.09,Never Married,Female,No,67.93006,255.1198
5747,3,49,51058.06,Married,Male,Yes,52.51777,235.1417
5748,9,47,31344.35,Never Married,Female,No,69.5048,184.9785
5749,2,76,35825.11,Separated,Male,No,43.86844,152.4907
5750,0,23,71070.02,Divorced,Male,No,64.44732,149.9447
5751,2,68,23670.0,Divorced,Female,No,64.12634,139.983
5752,9,38,17845.39,Separated,Female,No,61.80743,129.9483
5753,1,89,26652.94,Widowed,Female,No,59.71663,147.4738
5754,8,73,59640.61,Widowed,Female,No,66.60766,144.9889
5755,2,33,27059.29,Married,Female,No,60.8744,137.4686
5756,3,69,79594.91,Separated,Female,No,47.43916,129.9483
5757,0,24,21531.39,Separated,Male,No,62.04664,114.9509
5758,1,78,74885.9,Never Married,Female,No,62.56058,132.4798
5759,0,77,26011.14,Never Married,Male,No,66.05097,222.65
5760,0,28,62820.43,Separated,Male,No,62.75224,107.4958
5761,0,26,13665.81,Divorced,Male,No,57.13921,134.9801
5762,0,59,41102.74,Separated,Female,No,70.97645,112.4551
5763,0,24,17280.46,Separated,Female,No,51.27317,159.9476
5764,2,71,16028.17,Married,Male,No,67.75314,267.6427
5765,2,65,78464.32,Widowed,Male,Yes,52.29353,175.1331
5766,1,88,65204.61,Divorced,Male,No,54.7075,114.9509
5767,1,19,41237.45,Separated,Male,No,61.74103,149.9621
5768,0,44,43864.93,Widowed,Male,No,65.12119,262.6106
5769,2,67,5096.68,Married,Male,No,54.76926,225.1786
5770,0,62,39830.33,Widowed,Female,No,70.18932,232.6378
5771,2,43,46515.2,Divorced,Female,No,61.30642,129.9915
5772,2,26,17602.49,Widowed,Female,No,63.28674,139.9349
5773,0,82,38203.16,Married,Male,No,59.1618,114.9728
5774,4,41,35600.06,Separated,Female,No,58.78687,139.983
5775,0,46,36435.66,Divorced,Female,No,65.70769,265.1283
5776,3,21,30431.48,Married,Female,No,63.45489,184.9496
5777,0,33,13599.19,Married,Male,No,68.41013,169.9447
5778,10,39,27140.46,Widowed,Male,No,70.23949,172.4624
5779,0,62,161251.0,Separated,Male,Yes,56.32645,235.1417
5780,0,63,53320.87,Never Married,Male,No,57.67289,114.9658
5781,1,80,32687.28,Never Married,Male,No,60.82718,247.6647
5782,1,18,23570.06,Separated,Male,No,69.76544,127.4887
5783,0,58,49336.26,Widowed,Male,No,66.63219,127.4421
5784,2,54,18407.87,Married,Female,No,70.34319,137.4392
5785,7,89,12747.26,Divorced,Female,No,61.75654,102.4746
5786,0,23,95198.64,Widowed,Female,No,60.34007,182.4608
5787,2,22,46466.83,Never Married,Female,No,44.02354,119.9897
5788,0,72,10178.42,Separated,Male,No,63.66434,107.4958
5789,1,81,30082.5,Widowed,Female,No,61.62652,179.9794
5790,0,56,4666.08,Married,Male,No,70.17488,192.4404
5791,1,28,93285.19,Widowed,Female,No,61.29358,104.9923
5792,1,36,52493.72,Never Married,Male,No,68.01745,112.4551
5793,0,37,17952.0,Widowed,Female,No,69.68705,207.6094
5794,0,89,35559.68,Widowed,Male,No,67.65646,162.5299
5795,4,30,50577.25,Widowed,Male,No,50.09295,137.4836
5796,3,75,43085.55,Widowed,Male,No,47.99043,175.1331
5797,1,46,75711.93,Married,Male,No,69.14535,127.5112
5798,8,33,19922.88,Separated,Nonbinary,No,47.91787,119.9568
5799,1,83,3905.36,Widowed,Male,No,65.87412,147.4421
5800,2,77,37283.81,Widowed,Male,No,59.66274,112.4551
5801,0,21,212255.3,Never Married,Female,No,58.50278,104.9629
5802,1,19,27844.19,Divorced,Male,No,61.54602,174.9755
5803,1,84,8293.64,Married,Female,No,66.99754,192.4885
5804,3,56,17014.29,Widowed,Female,No,69.74139,149.9598
5805,2,51,49525.96,Widowed,Nonbinary,No,58.91354,204.9496
5806,0,53,21581.2,Separated,Female,No,67.61943,149.9598
5807,0,50,71436.4,Separated,Female,No,51.22671,104.9643
5808,2,54,19435.67,Married,Female,No,59.94889,162.4538
5809,3,81,15263.7,Separated,Nonbinary,No,70.31022,162.5299
5810,1,26,48071.63,Divorced,Female,No,59.6057,182.447
5811,3,32,58057.2,Married,Female,No,44.89823,194.9768
5812,4,72,29830.87,Never Married,Female,No,50.98192,169.9378
5813,3,88,57580.18,Never Married,Male,No,56.88725,182.4433
5814,4,70,12621.78,Separated,Female,No,61.33886,164.967
5815,1,84,48689.21,Divorced,Male,No,47.96511,117.5152
5816,1,75,48524.09,Married,Male,Yes,54.23273,252.624
5817,4,77,32773.01,Married,Female,No,57.78109,124.9643
5818,0,65,27535.44,Never Married,Male,No,67.90183,252.6378
5819,3,26,41514.67,Separated,Male,No,62.24788,104.9781
5820,4,62,33247.66,Married,Male,No,66.70369,137.4684
5821,1,20,17163.24,Widowed,Female,No,62.32519,174.9919
5822,0,21,9572.9,Separated,Female,No,60.04073,159.9512
5823,2,37,4874.95,Divorced,Female,No,68.07677,147.4421
5824,3,79,30057.73,Married,Female,No,59.79068,129.9621
5825,4,29,21616.86,Widowed,Male,No,58.09895,139.9349
5826,0,26,13101.08,Never Married,Male,No,62.11937,149.9598
5827,2,52,32007.27,Separated,Male,No,44.39429,152.4798
5828,0,23,23704.58,Divorced,Male,No,71.30912,235.1884
5829,3,39,6536.16,Divorced,Female,No,62.04916,139.965
5830,1,32,27450.44,Never Married,Male,No,67.19295,154.9919
5831,0,84,39086.8,Separated,Female,No,63.28078,187.656
5832,0,29,16604.79,Separated,Male,No,71.58072,129.9483
5833,5,43,32669.61,Widowed,Male,No,68.63236,114.9509
5834,6,85,36674.22,Divorced,Male,No,65.3851,165.0182
5835,1,39,70057.28,Never Married,Female,No,64.12772,139.9678
5836,0,36,24120.92,Widowed,Male,No,69.97238,245.147
5837,0,56,52869.22,Widowed,Female,Yes,57.44027,245.1612
5838,0,18,37829.04,Never Married,Female,No,50.46018,177.4876
5839,2,77,22328.55,Married,Male,No,62.18037,184.9647
5840,1,79,75196.45,Widowed,Female,No,61.82935,139.9875
5841,1,33,33851.87,Never Married,Male,No,60.69462,114.9976
5842,3,56,62276.09,Separated,Female,No,61.85233,214.9525
5843,0,88,26999.2,Divorced,Male,No,57.17893,124.9781
5844,0,61,21558.19,Divorced,Male,No,69.95421,82.49655
5845,1,50,15215.24,Widowed,Female,No,59.21586,139.983
5846,1,57,22713.63,Divorced,Female,No,69.09557,149.9913
5847,1,43,51466.52,Married,Male,Yes,47.83008,255.1372
5848,3,67,11489.41,Widowed,Male,No,71.39166,187.6094
5849,1,53,30848.77,Widowed,Male,Yes,63.07092,222.6362
5850,0,86,67611.32,Never Married,Female,No,53.75074,202.6362
5851,1,25,27938.0,Separated,Nonbinary,No,63.67009,159.9349
5852,1,60,120330.5,Separated,Male,No,40.76616,184.9963
5853,10,21,97769.66,Never Married,Female,No,60.54883,149.9707
5854,4,77,16257.75,Divorced,Male,No,54.24636,149.9913
5855,1,30,11106.05,Widowed,Female,No,62.39739,117.472
5856,2,51,13256.25,Never Married,Male,No,67.29466,114.9838
5857,2,70,38179.17,Widowed,Female,No,68.14379,127.4738
5858,3,58,27204.24,Widowed,Female,No,69.29855,192.4885
5859,0,30,20273.75,Separated,Male,No,47.78655,172.4441
5860,1,84,14730.41,Separated,Female,No,48.44746,192.4404
5861,4,62,36139.18,Married,Male,Yes,44.99139,257.6513
5862,1,35,58123.92,Widowed,Female,No,57.56205,169.9928
5863,0,19,82296.19,Married,Female,No,70.00887,172.4441
5864,9,48,11577.65,Widowed,Female,No,38.05187,194.9768
5865,2,43,41536.3,Never Married,Female,No,67.20585,152.4441
5866,0,54,38613.42,Divorced,Male,No,55.3519,179.9794
5867,2,60,20726.52,Married,Male,Yes,65.67374,210.1051
5868,7,74,14744.58,Divorced,Female,No,64.11549,152.4441
5869,0,73,125041.1,Married,Male,No,65.31603,172.4441
5870,1,27,15533.0,Divorced,Male,No,39.5421,127.525
5871,2,79,59388.62,Widowed,Male,No,61.59822,152.4798
5872,3,45,38039.5,Divorced,Male,No,71.83398,129.9778
5873,3,83,14078.51,Married,Female,No,71.0114,192.4885
5874,1,30,26139.47,Divorced,Female,Yes,64.60644,255.1198
5875,2,31,58304.48,Never Married,Female,No,50.77685,129.9915
5876,4,88,17400.04,Never Married,Female,No,61.00152,229.9931
5877,0,70,35738.78,Separated,Male,No,60.92178,114.9509
5878,1,77,62309.09,Divorced,Female,No,64.63019,192.4404
5879,2,62,14744.09,Separated,Male,No,66.9541,217.4725
5880,4,89,37652.91,Married,Male,No,71.80429,137.4686
5881,1,40,50465.23,Widowed,Male,No,37.04125,149.9447
5882,0,88,6015.6,Separated,Male,Yes,46.55404,220.1185
5883,2,19,13543.51,Separated,Female,No,65.54969,204.9634
5884,2,88,81253.97,Married,Female,No,57.18854,159.983
5885,0,50,137978.3,Never Married,Female,No,44.89729,172.4567
5886,3,29,8068.23,Divorced,Male,No,69.90673,117.4872
5887,0,63,54739.98,Widowed,Male,No,58.9945,140.0013
5888,3,29,33280.3,Widowed,Female,No,62.94907,144.9607
5889,3,69,44042.94,Separated,Female,No,64.07956,184.967
5890,2,49,65174.04,Separated,Male,No,46.55143,129.9621
5891,1,40,15503.73,Separated,Female,Yes,40.7843,172.4567
5892,0,54,2421.1,Separated,Male,No,56.03048,167.4564
5893,1,33,43838.7,Widowed,Female,No,68.89551,152.4798
5894,3,80,25945.22,Widowed,Male,No,66.94288,182.4676
5895,1,70,57738.77,Separated,Male,No,66.52284,127.482
5896,0,34,7936.05,Married,Male,No,56.28159,139.9792
5897,2,43,31808.9,Divorced,Female,No,62.11875,174.9768
5898,2,26,68169.91,Divorced,Female,Yes,61.2541,242.6106
5899,8,26,54959.67,Widowed,Female,No,50.76733,129.9915
5900,0,19,66370.29,Widowed,Male,No,71.82846,174.9618
5901,0,67,35827.4,Never Married,Female,No,70.73486,154.9618
5902,2,45,21089.21,Widowed,Male,No,40.12358,202.65
5903,1,78,84969.58,Never Married,Female,No,55.67612,107.5286
5904,1,35,92162.79,Married,Female,No,67.97028,127.4958
5905,0,26,37627.29,Married,Female,No,48.31617,159.9794
5906,5,24,53611.13,Married,Male,No,68.88054,184.9647
5907,1,72,108982.2,Married,Female,No,65.48947,92.45514
5908,0,87,27679.48,Never Married,Female,No,56.81183,159.9349
5909,1,75,59827.93,Divorced,Male,No,58.09792,132.466
5910,0,71,29957.52,Separated,Male,No,69.83332,129.9915
5911,0,21,11162.56,Separated,Male,No,66.31056,137.4978
5912,4,31,46024.12,Married,Male,Yes,40.13259,267.6427
5913,0,48,41734.27,Divorced,Female,No,71.11315,92.45514
5914,4,23,18537.85,Never Married,Female,No,51.83337,137.4872
5915,0,66,36172.9,Divorced,Male,No,66.16845,210.1051
5916,4,29,114851.2,Divorced,Female,No,44.47594,209.9931
5917,3,39,26310.0,Divorced,Male,Yes,41.92048,275.1336
5918,0,80,63130.04,Divorced,Male,No,69.90151,102.4746
5919,1,74,22295.46,Separated,Female,No,65.07074,225.132
5920,0,78,19755.18,Never Married,Female,No,61.10961,194.9663
5921,4,76,54592.75,Separated,Male,Yes,60.97795,257.6513
5922,0,18,21136.06,Married,Male,No,65.51642,194.9744
5923,1,30,48308.34,Widowed,Male,No,61.83914,104.9629
5924,4,58,103476.1,Separated,Female,No,52.89423,139.965
5925,3,62,41031.65,Never Married,Female,No,60.04495,230.1051
5926,0,52,47410.05,Separated,Male,No,53.80449,184.9647
5927,1,30,19863.77,Widowed,Female,No,65.06381,137.4872
5928,1,46,24616.46,Married,Female,No,53.4492,242.6106
5929,4,71,40557.84,Divorced,Female,No,60.85074,92.45514
5930,3,59,57227.25,Married,Nonbinary,No,58.25985,127.5112
5931,4,56,32002.74,Never Married,Female,No,56.83604,127.4421
5932,0,73,18957.86,Divorced,Female,No,70.16829,129.9598
5933,0,57,65952.12,Divorced,Female,No,52.66447,194.9581
5934,1,77,26354.71,Widowed,Female,No,58.238,192.4567
5935,1,82,59816.0,Married,Female,No,54.77909,200.1185
5936,8,50,16168.56,Never Married,Nonbinary,No,71.16283,192.4404
5937,0,27,23515.27,Widowed,Female,No,58.27269,160.0013
5938,4,36,21961.36,Married,Female,No,68.41303,142.4526
5939,1,24,58210.13,Separated,Female,No,44.75355,169.9741
5940,2,56,61316.31,Never Married,Female,No,56.20194,149.9621
5941,0,83,6921.31,Widowed,Female,No,46.60224,107.4958
5942,3,73,18453.27,Married,Female,No,67.71178,114.9728
5943,1,59,20073.23,Never Married,Female,No,69.67895,212.6228
5944,1,39,7772.71,Widowed,Male,No,69.28827,177.6508
5945,1,87,100352.4,Married,Female,No,58.66502,114.9838
5946,1,23,68000.49,Separated,Male,No,57.94445,232.6707
5947,1,51,8324.79,Married,Male,No,52.54837,79.97886
5948,4,77,44323.22,Widowed,Female,No,69.96694,149.9845
5949,0,85,1563.64,Widowed,Male,No,60.37982,215.1591
5950,2,43,20707.68,Widowed,Female,No,66.17964,124.9607
5951,1,53,70622.1,Divorced,Female,No,55.24695,149.9776
5952,4,59,36343.28,Never Married,Male,No,56.63276,114.9838
5953,2,69,40954.06,Widowed,Male,No,56.53361,114.9509
5954,1,63,46959.04,Widowed,Female,No,46.82488,162.4538
5955,3,29,45911.55,Separated,Female,No,54.62225,104.9629
5956,2,52,36230.91,Never Married,Female,No,66.32483,149.9928
